Country,Category,Next,IKEA,Very,Dunnes,Home Store + More
,Ceiling Lights,https://www.next.sg/en/shop/department-homeware-productaffiliation-lighting/category-ceilinglights,https://www.ikea.com/sg/en/cat/ceiling-lights-18750/,https://www.zarahome.com/sg/lighting-ceiling-lamps-n4884,,
,Curtains,https://www.next.sg/en/shop/department-homeware-productaffiliation-curtainsandblinds/category-curtains,https://www.ikea.com/sg/en/cat/curtains-10700/,https://www.zarahome.com/sg/home-decor-curtains-blinds-n996,,
,Cushions,https://www.next.sg/en/shop/department-homeware-productaffiliation-cushionsandthrows/category-cushions,https://www.ikea.com/sg/en/cat/cushions-18902,https://www.zarahome.com/sg/home-decor-cushions-couch-living-room-n994,,
,Bath Mats,https://www.next.sg/en/shop/department-homeware-productaffiliation-bathroomtextiles/category-bathmats,https://www.ikea.com/sg/en/cat/bath-mats-20519/,https://www.zarahome.com/sg/bathroom-bathmats-n1052,,
,Table Lamps,https://www.next.sg/en/shop/department-homeware-productaffiliation-lighting/category-desktablelamps,https://www.ikea.com/sg/en/cat/bedside-desk-lamps-10732/,https://www.zarahome.com/sg/lighting-lamps-table-n4881,,
,,,,,,
,,,IKEA,Zara Home,,
Switzerland,Bed Sets,https://www.nextdirect.com/ch/en/shop/department-homeware-productaffiliation-bedding/category-bedsets,https://www.ikea.com/ch/en/cat/bed-linen-10651/,https://www.zarahome.com/ch/bedroom-bedspreads-n951,,
,Towels,https://www.nextdirect.com/ch/en/shop/department-homeware-productaffiliation-bathroomtextiles/category-towels,https://www.ikea.com/ch/en/cat/towels-20520/,https://www.zarahome.com/ch/bathroom-towels-n1051,,
,Bed Sheets,https://www.nextdirect.com/ch/en/shop/department-homeware-productaffiliation-bedding/category-bedsheets,https://www.ikea.com/ch/en/cat/bedsheets-10681/,https://www.zarahome.com/ch/bedroom-fitted-sheets-n948,,
,Ceiling Lights,https://www.nextdirect.com/ch/en/shop/department-homeware-productaffiliation-lighting/category-ceilinglights,https://www.ikea.com/ch/en/cat/ceiling-lights-18750/,https://www.zarahome.com/ch/lighting-ceiling-lamps-n4884,,
,Curtains,https://www.nextdirect.com/ch/en/shop/department-homeware-productaffiliation-curtainsandblinds/category-curtains,https://www.ikea.com/ch/en/cat/curtains-10700/,https://www.zarahome.com/ch/home-decor-curtains-blinds-n996,,
,Cushions,https://www.nextdirect.com/ch/en/shop/department-homeware-productaffiliation-cushionsandthrows/category-cushions,https://www.ikea.com/ch/en/cat/cushions-18902,https://www.zarahome.com/ch/home-decor-cushions-couch-living-room-n994,,
,Bath Mats,https://www.nextdirect.com/ch/en/shop/department-homeware-productaffiliation-bathroomtextiles/category-bathmats,https://www.ikea.com/ch/en/cat/bath-mats-20519/,https://www.zarahome.com/ch/bathroom-bathmats-n1052,,
,Table Lamps,https://www.nextdirect.com/ch/en/shop/department-homeware-productaffiliation-lighting/category-desktablelamps,https://www.ikea.com/ch/en/cat/bedside-desk-lamps-10732/,https://www.zarahome.com/ch/lighting-lamps-table-n4881,,
,,,,,,
,,,IKEA,Homecentre,Zara Home,
Bahrain,Bed Sets,https://www.nextdirect.com/bh/en/shop/department-homeware-productaffiliation-bedding/category-bedsets,https://www.ikea.com/bh/ar/cat/bed-linen-10651/,https://www.homecentre.com/bh/en/c/household-bedding-comfortersandbedspreads-bedspreads,https://www.zarahome.com/bh/en/bedroom-duvet-covers-n946,
,Towels,https://www.nextdirect.com/bh/en/shop/department-homeware-productaffiliation-bathroomtextiles/category-towels,https://www.ikea.com/bh/ar/cat/towels-20520/,https://www.homecentre.com/bh/en/c/household-bathandlaundry-bathlinen-towels,https://www.zarahome.com/bh/en/bathroom-towels-n1051,
,Bed Sheets,https://www.nextdirect.com/bh/en/shop/department-homeware-productaffiliation-bedding/category-bedsheets,https://www.ikea.com/bh/ar/cat/bedsheets-10681/,https://www.homecentre.com/bh/en/c/household-bedding-sheetsandpillowcases,https://www.zarahome.com/bh/en/bedroom-basic-sheets-n1799,
,Ceiling Lights,https://www.nextdirect.com/bh/en/shop/department-homeware-productaffiliation-lighting/category-ceilinglights,https://www.ikea.com/bh/ar/cat/ceiling-lights-18750/,https://www.homecentre.com/bh/en/c/household-lighting-ceilinglamps-pendantlamps,N/A,
,Curtains,https://www.nextdirect.com/bh/en/shop/department-homeware-productaffiliation-curtainsandblinds/category-curtains,https://www.ikea.com/bh/ar/cat/curtains-10700/,https://www.homecentre.com/bh/en/c/household-windows-curtains,https://www.zarahome.com/bh/en/home-decor-curtains-blinds-n996,
,Cushions,https://www.nextdirect.com/bh/en/shop/department-homeware-productaffiliation-cushionsandthrows/category-cushions,https://www.ikea.com/bh/ar/cat/cushions-18902,https://www.homecentre.com/bh/en/c/household-cushionsandthrows-filledcushions,https://www.zarahome.com/bh/en/home-decor-cushions-couch-living-room-n994,
,Bath Mats,https://www.nextdirect.com/bh/en/shop/department-homeware-productaffiliation-bathroomtextiles/category-bathmats,https://www.ikea.com/bh/ar/cat/bath-mats-20519/,https://www.homecentre.com/bh/en/c/household-bathandlaundry-bathlinen-bathmatsandtubmats,https://www.zarahome.com/bh/en/bathroom-bathmats-n1052,
,Table Lamps,https://www.nextdirect.com/bh/en/shop/department-homeware-productaffiliation-lighting/category-desktablelamps,https://www.ikea.com/bh/ar/cat/bedside-desk-lamps-10732/,https://www.homecentre.com/bh/en/c/household-lighting-tableanddesklamps,https://www.zarahome.com/bh/en/lighting-lamps-table-n4881,
